"Label (Grouping)","Total"
"    ZCTA5 97423","6,986"
"ZCTA5 97424",""
"    ZCTA5 97424","18,750"
"ZCTA5 97426",""
"    ZCTA5 97426","10,521"
"ZCTA5 97429",""
"    ZCTA5 97429","609"
"ZCTA5 97430",""
"    ZCTA5 97430","397"
"ZCTA5 97431",""
"    ZCTA5 97431","2,420"
"ZCTA5 97432",""
"    ZCTA5 97432","162"
"ZCTA5 97434",""
"    ZCTA5 97434","849"
"ZCTA5 97435",""
"    ZCTA5 97435","2,326"
"ZCTA5 97436",""
"    ZCTA5 97436","789"
"ZCTA5 97437",""
"    ZCTA5 97437","2,504"
"ZCTA5 97438",""
"    ZCTA5 97438","1,278"
"ZCTA5 97439",""
"    ZCTA5 97439","15,634"
"ZCTA5 97441",""
"    ZCTA5 97441","268"
"ZCTA5 97442",""
"    ZCTA5 97442","2,096"
"ZCTA5 97443",""
"    ZCTA5 97443","2,138"
"ZCTA5 97444",""
"    ZCTA5 97444","5,471"
"ZCTA5 97446",""
"    ZCTA5 97446","5,067"
"ZCTA5 97447",""
"    ZCTA5 97447","732"
"ZCTA5 97448",""
"    ZCTA5 97448","13,709"
"ZCTA5 97449",""
"    ZCTA5 97449","2,225"
"ZCTA5 97450",""
"    ZCTA5 97450","691"
"ZCTA5 97451",""
"    ZCTA5 97451","397"
"ZCTA5 97452",""
"    ZCTA5 97452","1,613"
"ZCTA5 97453",""
"    ZCTA5 97453","979"
"ZCTA5 97454",""
"    ZCTA5 97454","1,382"
"ZCTA5 97455",""
"    ZCTA5 97455","2,774"
"ZCTA5 97456",""
"    ZCTA5 97456","3,097"
"ZCTA5 97457",""
"    ZCTA5 97457","10,363"
"ZCTA5 97458",""
"    ZCTA5 97458","4,729"
"ZCTA5 97459",""
"    ZCTA5 97459","14,932"
"ZCTA5 97461",""
"    ZCTA5 97461","739"
"ZCTA5 97462",""
"    ZCTA5 97462","4,130"
"ZCTA5 97463",""
"    ZCTA5 97463","3,886"
"ZCTA5 97465",""
"    ZCTA5 97465","2,134"
"ZCTA5 97466",""
"    ZCTA5 97466","854"
"ZCTA5 97467",""
"    ZCTA5 97467","5,602"
"ZCTA5 97469",""
"    ZCTA5 97469","2,712"
"ZCTA5 97470",""
"    ZCTA5 97470","20,160"
"ZCTA5 97471",""
"    ZCTA5 97471","30,900"
"ZCTA5 97473",""
"    ZCTA5 97473","326"
"ZCTA5 97476",""
"    ZCTA5 97476","321"
"ZCTA5 97477",""
"    ZCTA5 97477","37,602"
"ZCTA5 97478",""
"    ZCTA5 97478","39,155"
"ZCTA5 97479",""
"    ZCTA5 97479","10,161"
"ZCTA5 97480",""
"    ZCTA5 97480","338"
"ZCTA5 97481",""
"    ZCTA5 97481","715"
"ZCTA5 97484",""
"    ZCTA5 97484","242"
"ZCTA5 97486",""
"    ZCTA5 97486","776"
"ZCTA5 97487",""
"    ZCTA5 97487","9,286"
"ZCTA5 97488",""
"    ZCTA5 97488","1,026"
"ZCTA5 97489",""
"    ZCTA5 97489","848"
"ZCTA5 97490",""
"    ZCTA5 97490","361"
"ZCTA5 97492",""
"    ZCTA5 97492","651"
"ZCTA5 97493",""
"    ZCTA5 97493","506"
"ZCTA5 97494",""
"    ZCTA5 97494","24"
"ZCTA5 97495",""
"    ZCTA5 97495","1,706"
"ZCTA5 97496",""
"    ZCTA5 97496","7,875"
"ZCTA5 97497",""
"    ZCTA5 97497","1,460"
"ZCTA5 97498",""
"    ZCTA5 97498","2,251"
"ZCTA5 97499",""
"    ZCTA5 97499","1,961"
"ZCTA5 97501",""
"    ZCTA5 97501","47,519"
"ZCTA5 97502",""
"    ZCTA5 97502","29,558"
"ZCTA5 97503",""
"    ZCTA5 97503","12,349"
"ZCTA5 97504",""
"    ZCTA5 97504","49,942"
"ZCTA5 97520",""
"    ZCTA5 97520","25,970"
"ZCTA5 97522",""
"    ZCTA5 97522","606"
"ZCTA5 97523",""
"    ZCTA5 97523","6,548"
"ZCTA5 97524",""
"    ZCTA5 97524","15,970"
"ZCTA5 97525",""
"    ZCTA5 97525","5,392"
"ZCTA5 97526",""
"    ZCTA5 97526","36,561"
"ZCTA5 97527",""
"    ZCTA5 97527","36,358"
"ZCTA5 97530",""
"    ZCTA5 97530","7,464"
"ZCTA5 97531",""
"    ZCTA5 97531","628"
"ZCTA5 97532",""
"    ZCTA5 97532","2,480"
"ZCTA5 97534",""
"    ZCTA5 97534","664"
"ZCTA5 97535",""
"    ZCTA5 97535","5,015"
"ZCTA5 97536",""
"    ZCTA5 97536","975"
"ZCTA5 97537",""
"    ZCTA5 97537","7,371"
"ZCTA5 97538",""
"    ZCTA5 97538","2,051"
"ZCTA5 97539",""
"    ZCTA5 97539","3,526"
"ZCTA5 97540",""
"    ZCTA5 97540","8,234"
"ZCTA5 97541",""
"    ZCTA5 97541","1,593"
"ZCTA5 97543",""
"    ZCTA5 97543","775"
"ZCTA5 97544",""
"    ZCTA5 97544","2,304"
"ZCTA5 97601",""
"    ZCTA5 97601","23,264"
"ZCTA5 97603",""
"    ZCTA5 97603","31,302"
"ZCTA5 97604",""
"    ZCTA5 97604","8"
"ZCTA5 97620",""
"    ZCTA5 97620","108"
"ZCTA5 97621",""
"    ZCTA5 97621","334"
"ZCTA5 97622",""
"    ZCTA5 97622","498"
"ZCTA5 97623",""
"    ZCTA5 97623","2,372"
"ZCTA5 97624",""
"    ZCTA5 97624","3,996"
"ZCTA5 97625",""
"    ZCTA5 97625","186"
"ZCTA5 97626",""
"    ZCTA5 97626","135"
"ZCTA5 97627",""
"    ZCTA5 97627","734"
"ZCTA5 97630",""
"    ZCTA5 97630","5,389"
"ZCTA5 97632",""
"    ZCTA5 97632","1,378"
"ZCTA5 97633",""
"    ZCTA5 97633","1,350"
"ZCTA5 97634",""
"    ZCTA5 97634","311"
"ZCTA5 97635",""
"    ZCTA5 97635","285"
"ZCTA5 97636",""
"    ZCTA5 97636","383"
"ZCTA5 97637",""
"    ZCTA5 97637","70"
"ZCTA5 97638",""
"    ZCTA5 97638","454"
"ZCTA5 97639",""
"    ZCTA5 97639","231"
"ZCTA5 97640",""
"    ZCTA5 97640","104"
"ZCTA5 97641",""
"    ZCTA5 97641","1,313"
"ZCTA5 97701",""
"    ZCTA5 97701","42,159"
"ZCTA5 97702",""
"    ZCTA5 97702","51,161"
"ZCTA5 97703",""
"    ZCTA5 97703","32,475"
"ZCTA5 97707",""
"    ZCTA5 97707","7,833"
"ZCTA5 97709",""
"    ZCTA5 97709","2"
"ZCTA5 97710",""
"    ZCTA5 97710","127"
"ZCTA5 97711",""
"    ZCTA5 97711","77"
"ZCTA5 97712",""
"    ZCTA5 97712","47"
"ZCTA5 97720",""
"    ZCTA5 97720","4,518"
"ZCTA5 97721",""
"    ZCTA5 97721","217"
"ZCTA5 97722",""
"    ZCTA5 97722","89"
"ZCTA5 97730",""
"    ZCTA5 97730","275"
"ZCTA5 97731",""
"    ZCTA5 97731","257"
"ZCTA5 97732",""
"    ZCTA5 97732","117"
"ZCTA5 97733",""
"    ZCTA5 97733","893"
"ZCTA5 97734",""
"    ZCTA5 97734","3,167"
"ZCTA5 97735",""
"    ZCTA5 97735","170"
"ZCTA5 97736",""
"    ZCTA5 97736","74"
"ZCTA5 97737",""
"    ZCTA5 97737","501"
"ZCTA5 97738",""
"    ZCTA5 97738","2,055"
"ZCTA5 97739",""
"    ZCTA5 97739","13,102"
"ZCTA5 97741",""
"    ZCTA5 97741","13,753"
"ZCTA5 97750",""
"    ZCTA5 97750","409"
"ZCTA5 97751",""
"    ZCTA5 97751","103"
"ZCTA5 97752",""
"    ZCTA5 97752","72"
"ZCTA5 97753",""
"    ZCTA5 97753","2,640"
"ZCTA5 97754",""
"    ZCTA5 97754","21,627"
"ZCTA5 97756",""
"    ZCTA5 97756","42,168"
"ZCTA5 97758",""
"    ZCTA5 97758","123"
"ZCTA5 97759",""
"    ZCTA5 97759","7,787"
"ZCTA5 97760",""
"    ZCTA5 97760","8,071"
"ZCTA5 97761",""
"    ZCTA5 97761","3,348"
"ZCTA5 97801",""
"    ZCTA5 97801","21,882"
"ZCTA5 97810",""
"    ZCTA5 97810","887"
"ZCTA5 97812",""
"    ZCTA5 97812","940"
"ZCTA5 97813",""
"    ZCTA5 97813","1,386"
"ZCTA5 97814",""
"    ZCTA5 97814","12,780"
"ZCTA5 97817",""
"    ZCTA5 97817","52"
"ZCTA5 97818",""
"    ZCTA5 97818","4,950"
"ZCTA5 97819",""
"    ZCTA5 97819","34"
"ZCTA5 97820",""
"    ZCTA5 97820","1,020"
"ZCTA5 97823",""
"    ZCTA5 97823","1,014"
"ZCTA5 97824",""
"    ZCTA5 97824","1,732"
"ZCTA5 97825",""
"    ZCTA5 97825","253"
"ZCTA5 97826",""
"    ZCTA5 97826","1,116"
"ZCTA5 97827",""
"    ZCTA5 97827","2,713"
"ZCTA5 97828",""
"    ZCTA5 97828","3,283"
"ZCTA5 97830",""
"    ZCTA5 97830","708"
"ZCTA5 97833",""
"    ZCTA5 97833","953"
"ZCTA5 97834",""
"    ZCTA5 97834","1,061"
"ZCTA5 97835",""
"    ZCTA5 97835","373"
"ZCTA5 97836",""
"    ZCTA5 97836","1,985"
"ZCTA5 97837",""
"    ZCTA5 97837","51"
"ZCTA5 97838",""
"    ZCTA5 97838","28,387"
"ZCTA5 97839",""
"    ZCTA5 97839","432"
"ZCTA5 97840",""
"    ZCTA5 97840","128"
"ZCTA5 97841",""
"    ZCTA5 97841","397"
"ZCTA5 97842",""
"    ZCTA5 97842","203"
"ZCTA5 97843",""
"    ZCTA5 97843","705"
"ZCTA5 97844",""
"    ZCTA5 97844","4,049"
"ZCTA5 97845",""
"    ZCTA5 97845","2,653"
"ZCTA5 97846",""
"    ZCTA5 97846","2,018"
"ZCTA5 97848",""
"    ZCTA5 97848","195"
"ZCTA5 97850",""
"    ZCTA5 97850","17,197"
"ZCTA5 97856",""
"    ZCTA5 97856","409"
"ZCTA5 97857",""
"    ZCTA5 97857","514"
"ZCTA5 97859",""
"    ZCTA5 97859","170"
"ZCTA5 97862",""
"    ZCTA5 97862","11,512"
"ZCTA5 97864",""
"    ZCTA5 97864","227"
"ZCTA5 97865",""
"    ZCTA5 97865","1,092"
"ZCTA5 97867",""
"    ZCTA5 97867","773"
"ZCTA5 97868",""
"    ZCTA5 97868","1,756"
"ZCTA5 97869",""
"    ZCTA5 97869","1,028"
"ZCTA5 97870",""
"    ZCTA5 97870","584"
"ZCTA5 97873",""
"    ZCTA5 97873","221"
"ZCTA5 97874",""
"    ZCTA5 97874","344"
"ZCTA5 97875",""
"    ZCTA5 97875","2,875"
"ZCTA5 97876",""
"    ZCTA5 97876","863"
"ZCTA5 97877",""
"    ZCTA5 97877","307"
"ZCTA5 97880",""
"    ZCTA5 97880","241"
"ZCTA5 97882",""
"    ZCTA5 97882","8,271"
"ZCTA5 97883",""
"    ZCTA5 97883","2,540"
"ZCTA5 97884",""
"    ZCTA5 97884","154"
"ZCTA5 97885",""
"    ZCTA5 97885","1,370"
"ZCTA5 97886",""
"    ZCTA5 97886","1,241"
"ZCTA5 97901",""
"    ZCTA5 97901","687"
"ZCTA5 97902",""
"    ZCTA5 97902","24"
"ZCTA5 97903",""
"    ZCTA5 97903","111"
"ZCTA5 97904",""
"    ZCTA5 97904","181"
"ZCTA5 97905",""
"    ZCTA5 97905","98"
"ZCTA5 97906",""
"    ZCTA5 97906","267"
"ZCTA5 97907",""
"    ZCTA5 97907","587"
"ZCTA5 97908",""
"    ZCTA5 97908","75"
"ZCTA5 97909",""
"    ZCTA5 97909","40"
"ZCTA5 97910",""
"    ZCTA5 97910","591"
"ZCTA5 97911",""
"    ZCTA5 97911","70"
"ZCTA5 97913",""
"    ZCTA5 97913","5,597"
"ZCTA5 97914",""
"    ZCTA5 97914","19,534"
"ZCTA5 97917",""
"    ZCTA5 97917","10"
"ZCTA5 97918",""
"    ZCTA5 97918","4,514"
"ZCTA5 97920",""
"    ZCTA5 97920","58"
"ZCTA5 98001",""
"    ZCTA5 98001","36,073"
"ZCTA5 98002",""
"    ZCTA5 98002","38,474"
"ZCTA5 98003",""
"    ZCTA5 98003","51,751"
"ZCTA5 98004",""
"    ZCTA5 98004","39,136"
"ZCTA5 98005",""
"    ZCTA5 98005","20,961"
"ZCTA5 98006",""
"    ZCTA5 98006","40,871"
"ZCTA5 98007",""
"    ZCTA5 98007","29,476"
"ZCTA5 98008",""
"    ZCTA5 98008","26,518"
"ZCTA5 98010",""
"    ZCTA5 98010","5,699"
"ZCTA5 98011",""
"    ZCTA5 98011","27,897"
"ZCTA5 98012",""
"    ZCTA5 98012","74,956"
"ZCTA5 98014",""
"    ZCTA5 98014","7,651"
"ZCTA5 98019",""
"    ZCTA5 98019","12,284"
"ZCTA5 98020",""
"    ZCTA5 98020","20,236"
"ZCTA5 98021",""
"    ZCTA5 98021","34,001"
"ZCTA5 98022",""
"    ZCTA5 98022","22,874"
"ZCTA5 98023",""
"    ZCTA5 98023","51,713"
"ZCTA5 98024",""
"    ZCTA5 98024","5,141"
"ZCTA5 98025",""
"    ZCTA5 98025","40"
"ZCTA5 98026",""
"    ZCTA5 98026","38,610"
"ZCTA5 98027",""
"    ZCTA5 98027","29,089"
"ZCTA5 98028",""
"    ZCTA5 98028","23,914"
"ZCTA5 98029",""
"    ZCTA5 98029","31,432"
"ZCTA5 98030",""
"    ZCTA5 98030","38,933"
"ZCTA5 98031",""
"    ZCTA5 98031","43,055"
"ZCTA5 98032",""
"    ZCTA5 98032","38,744"
"ZCTA5 98033",""
"    ZCTA5 98033","41,763"
"ZCTA5 98034",""
"    ZCTA5 98034","51,464"
"ZCTA5 98036",""
"    ZCTA5 98036","42,248"
"ZCTA5 98037",""
"    ZCTA5 98037","29,584"
"ZCTA5 98038",""
"    ZCTA5 98038","37,487"
"ZCTA5 98039",""
"    ZCTA5 98039","2,915"
"ZCTA5 98040",""
"    ZCTA5 98040","25,748"
"ZCTA5 98042",""
"    ZCTA5 98042","49,031"
"ZCTA5 98043",""
"    ZCTA5 98043","21,285"
"ZCTA5 98045",""
"    ZCTA5 98045","15,749"
"ZCTA5 98047",""
"    ZCTA5 98047","6,966"
"ZCTA5 98050",""
"    ZCTA5 98050","223"
"ZCTA5 98051",""
"    ZCTA5 98051","3,802"
"ZCTA5 98052",""
"    ZCTA5 98052","77,176"
"ZCTA5 98053",""
"    ZCTA5 98053","22,523"
"ZCTA5 98055",""
"    ZCTA5 98055","24,458"
"ZCTA5 98056",""
"    ZCTA5 98056","36,344"
"ZCTA5 98057",""
"    ZCTA5 98057","13,493"
"ZCTA5 98058",""
"    ZCTA5 98058","43,630"
"ZCTA5 98059",""
"    ZCTA5 98059","41,672"
"ZCTA5 98065",""
"    ZCTA5 98065","16,292"
"ZCTA5 98068",""
"    ZCTA5 98068","530"
"ZCTA5 98070",""
"    ZCTA5 98070","11,055"
"ZCTA5 98072",""
"    ZCTA5 98072","24,939"
"ZCTA5 98074",""
"    ZCTA5 98074","30,534"
"ZCTA5 98075",""
"    ZCTA5 98075","26,022"
"ZCTA5 98077",""
"    ZCTA5 98077","13,522"
"ZCTA5 98087",""
"    ZCTA5 98087","40,711"
"ZCTA5 98092",""
"    ZCTA5 98092","50,258"
"ZCTA5 98101",""
"    ZCTA5 98101","16,237"
"ZCTA5 98102",""
"    ZCTA5 98102","25,066"
"ZCTA5 98103",""
"    ZCTA5 98103","53,056"
"ZCTA5 98104",""
"    ZCTA5 98104","16,157"
"ZCTA5 98105",""
"    ZCTA5 98105","49,151"
"ZCTA5 98106",""
"    ZCTA5 98106","26,295"
"ZCTA5 98107",""
"    ZCTA5 98107","28,557"
"ZCTA5 98108",""
"    ZCTA5 98108","25,009"
"ZCTA5 98109",""
"    ZCTA5 98109","34,551"
"ZCTA5 98110",""
"    ZCTA5 98110","24,825"
"ZCTA5 98112",""
"    ZCTA5 98112","23,152"
"ZCTA5 98115",""
"    ZCTA5 98115","54,322"
"ZCTA5 98116",""
"    ZCTA5 98116","27,691"
"ZCTA5 98117",""
"    ZCTA5 98117","35,608"
"ZCTA5 98118",""
"    ZCTA5 98118","47,504"
"ZCTA5 98119",""
"    ZCTA5 98119","26,238"
"ZCTA5 98121",""
"    ZCTA5 98121","21,411"
"ZCTA5 98122",""
"    ZCTA5 98122","41,646"
"ZCTA5 98125",""
"    ZCTA5 98125","42,965"
"ZCTA5 98126",""
"    ZCTA5 98126","23,727"
"ZCTA5 98133",""
"    ZCTA5 98133","50,720"
"ZCTA5 98134",""
"    ZCTA5 98134","1,216"
"ZCTA5 98136",""
"    ZCTA5 98136","16,424"
"ZCTA5 98144",""
"    ZCTA5 98144","32,178"
"ZCTA5 98146",""
"    ZCTA5 98146","28,845"
"ZCTA5 98148",""
"    ZCTA5 98148","11,092"
"ZCTA5 98154",""
"    ZCTA5 98154","0"
"ZCTA5 98155",""
"    ZCTA5 98155","35,948"
"ZCTA5 98158",""
"    ZCTA5 98158","0"
"ZCTA5 98164",""
"    ZCTA5 98164","176"
"ZCTA5 98166",""
"    ZCTA5 98166","22,152"
"ZCTA5 98168",""
"    ZCTA5 98168","36,389"
"ZCTA5 98174",""
"    ZCTA5 98174","0"
"ZCTA5 98177",""
"    ZCTA5 98177","20,160"
"ZCTA5 98178",""
"    ZCTA5 98178","26,122"
"ZCTA5 98188",""
"    ZCTA5 98188","27,851"
"ZCTA5 98195",""
"    ZCTA5 98195","3,710"
"ZCTA5 98198",""
"    ZCTA5 98198","38,727"
"ZCTA5 98199",""
"    ZCTA5 98199","22,549"
"ZCTA5 98201",""
"    ZCTA5 98201","30,421"
"ZCTA5 98203",""
"    ZCTA5 98203","37,491"
"ZCTA5 98204",""
"    ZCTA5 98204","44,810"
"ZCTA5 98207",""
"    ZCTA5 98207","741"
"ZCTA5 98208",""
"    ZCTA5 98208","60,019"
"ZCTA5 98220",""
"    ZCTA5 98220","612"
"ZCTA5 98221",""
"    ZCTA5 98221","22,853"
"ZCTA5 98222",""
"    ZCTA5 98222","41"
"ZCTA5 98223",""
"    ZCTA5 98223","45,139"
"ZCTA5 98224",""
"    ZCTA5 98224","298"
"ZCTA5 98225",""
"    ZCTA5 98225","49,078"
"ZCTA5 98226",""
"    ZCTA5 98226","47,011"
"ZCTA5 98229",""
"    ZCTA5 98229","33,664"
"ZCTA5 98230",""
"    ZCTA5 98230","18,754"
"ZCTA5 98232",""
"    ZCTA5 98232","4,053"
"ZCTA5 98233",""
"    ZCTA5 98233","16,034"
"ZCTA5 98235",""
"    ZCTA5 98235","436"
"ZCTA5 98236",""
"    ZCTA5 98236","6,157"
"ZCTA5 98237",""
"    ZCTA5 98237","4,304"
"ZCTA5 98238",""
"    ZCTA5 98238","83"
"ZCTA5 98239",""
"    ZCTA5 98239","7,394"
"ZCTA5 98240",""
"    ZCTA5 98240","3,118"
"ZCTA5 98241",""
"    ZCTA5 98241","2,344"
"ZCTA5 98243",""
"    ZCTA5 98243","340"
"ZCTA5 98244",""
"    ZCTA5 98244","3,134"
"ZCTA5 98245",""
"    ZCTA5 98245","4,372"
"ZCTA5 98247",""
"    ZCTA5 98247","9,067"
"ZCTA5 98248",""
"    ZCTA5 98248","26,784"
"ZCTA5 98249",""
"    ZCTA5 98249","5,056"
"ZCTA5 98250",""
"    ZCTA5 98250","8,632"
"ZCTA5 98251",""
"    ZCTA5 98251","5,071"
"ZCTA5 98252",""
"    ZCTA5 98252","10,645"
"ZCTA5 98253",""
"    ZCTA5 98253","2,037"
"ZCTA5 98255",""
"    ZCTA5 98255","213"
"ZCTA5 98256",""
"    ZCTA5 98256","446"
"ZCTA5 98257",""
"    ZCTA5 98257","4,467"
"ZCTA5 98258",""
"    ZCTA5 98258","51,995"
"ZCTA5 98260",""
"    ZCTA5 98260","5,844"
"ZCTA5 98261",""
"    ZCTA5 98261","2,752"
"ZCTA5 98262",""
"    ZCTA5 98262","934"
"ZCTA5 98263",""
"    ZCTA5 98263","186"
"ZCTA5 98264",""
"    ZCTA5 98264","23,170"
"ZCTA5 98266",""
"    ZCTA5 98266","4,097"
"ZCTA5 98267",""
"    ZCTA5 98267","545"
"ZCTA5 98270",""
"    ZCTA5 98270","51,969"
"ZCTA5 98271",""
"    ZCTA5 98271","32,068"
"ZCTA5 98272",""
"    ZCTA5 98272","31,127"
"ZCTA5 98273",""
"    ZCTA5 98273","31,243"
"ZCTA5 98274",""
"    ZCTA5 98274","18,949"
"ZCTA5 98275",""
"    ZCTA5 98275","21,642"
"ZCTA5 98276",""
"    ZCTA5 98276","1,434"
"ZCTA5 98277",""
"    ZCTA5 98277","41,517"
"ZCTA5 98278",""
"    ZCTA5 98278","1,496"
"ZCTA5 98279",""
"    ZCTA5 98279","651"
"ZCTA5 98280",""
"    ZCTA5 98280","474"
"ZCTA5 98281",""
"    ZCTA5 98281","1,191"
"ZCTA5 98282",""
"    ZCTA5 98282","17,356"
"ZCTA5 98283",""
"    ZCTA5 98283","473"
"ZCTA5 98284",""
"    ZCTA5 98284","27,293"
"ZCTA5 98286",""
"    ZCTA5 98286","253"
"ZCTA5 98288",""
"    ZCTA5 98288","344"
"ZCTA5 98290",""
"    ZCTA5 98290","37,535"
"ZCTA5 98292",""
"    ZCTA5 98292","24,098"
"ZCTA5 98294",""
"    ZCTA5 98294","7,494"
"ZCTA5 98295",""
"    ZCTA5 98295","2,899"
"ZCTA5 98296",""
"    ZCTA5 98296","27,713"
"ZCTA5 98297",""
"    ZCTA5 98297","142"
"ZCTA5 98303",""
"    ZCTA5 98303","1,302"
"ZCTA5 98304",""
"    ZCTA5 98304","810"
"ZCTA5 98305",""
"    ZCTA5 98305","481"
"ZCTA5 98310",""
"    ZCTA5 98310","21,580"
"ZCTA5 98311",""
"    ZCTA5 98311","28,059"
"ZCTA5 98312",""
"    ZCTA5 98312","33,405"
"ZCTA5 98314",""
"    ZCTA5 98314","991"
"ZCTA5 98315",""
"    ZCTA5 98315","5,482"
"ZCTA5 98320",""
"    ZCTA5 98320","1,341"
"ZCTA5 98321",""
"    ZCTA5 98321","16,924"
"ZCTA5 98323",""
"    ZCTA5 98323","877"
"ZCTA5 98325",""
"    ZCTA5 98325","1,837"
"ZCTA5 98326",""
"    ZCTA5 98326","1,374"
"ZCTA5 98327",""
"    ZCTA5 98327","10,222"
"ZCTA5 98328",""
"    ZCTA5 98328","10,727"
"ZCTA5 98329",""
"    ZCTA5 98329","10,960"
"ZCTA5 98330",""
"    ZCTA5 98330","76"
"ZCTA5 98331",""
"    ZCTA5 98331","5,952"
"ZCTA5 98332",""
"    ZCTA5 98332","20,704"
"ZCTA5 98333",""
"    ZCTA5 98333","3,921"
"ZCTA5 98335",""
"    ZCTA5 98335","27,307"
"ZCTA5 98336",""
"    ZCTA5 98336","906"
"ZCTA5 98337",""
"    ZCTA5 98337","9,653"
"ZCTA5 98338",""
"    ZCTA5 98338","30,147"
"ZCTA5 98339",""
"    ZCTA5 98339","3,805"
"ZCTA5 98340",""
"    ZCTA5 98340","2,707"
"ZCTA5 98342",""
"    ZCTA5 98342","1,571"
"ZCTA5 98345",""
"    ZCTA5 98345","576"
"ZCTA5 98346",""
"    ZCTA5 98346","10,402"
"ZCTA5 98349",""
"    ZCTA5 98349","5,000"
"ZCTA5 98350",""
"    ZCTA5 98350","404"
"ZCTA5 98351",""
"    ZCTA5 98351","1,330"
"ZCTA5 98353",""
"    ZCTA5 98353","25"
"ZCTA5 98354",""
"    ZCTA5 98354","8,264"
"ZCTA5 98355",""
"    ZCTA5 98355","626"
"ZCTA5 98356",""
"    ZCTA5 98356","2,179"
"ZCTA5 98357",""
"    ZCTA5 98357","1,708"
"ZCTA5 98358",""
"    ZCTA5 98358","995"
"ZCTA5 98359",""
"    ZCTA5 98359","5,358"
"ZCTA5 98360",""
"    ZCTA5 98360","15,332"
"ZCTA5 98361",""
"    ZCTA5 98361","1,000"
"ZCTA5 98362",""
"    ZCTA5 98362","23,571"
"ZCTA5 98363",""
"    ZCTA5 98363","14,086"
"ZCTA5 98364",""
"    ZCTA5 98364","72"
"ZCTA5 98365",""
"    ZCTA5 98365","5,058"
"ZCTA5 98366",""
"    ZCTA5 98366","36,969"
"ZCTA5 98367",""
"    ZCTA5 98367","30,981"
"ZCTA5 98368",""
"    ZCTA5 98368","16,567"
"ZCTA5 98370",""
"    ZCTA5 98370","32,857"
"ZCTA5 98371",""
"    ZCTA5 98371","23,965"
"ZCTA5 98372",""
"    ZCTA5 98372","26,652"
"ZCTA5 98373",""
"    ZCTA5 98373","28,165"
"ZCTA5 98374",""
"    ZCTA5 98374","45,367"
"ZCTA5 98375",""
"    ZCTA5 98375","33,316"
"ZCTA5 98376",""
"    ZCTA5 98376","2,130"
"ZCTA5 98377",""
"    ZCTA5 98377","2,103"
"ZCTA5 98380",""
"    ZCTA5 98380","5,297"
"ZCTA5 98381",""
"    ZCTA5 98381","318"
"ZCTA5 98382",""
"    ZCTA5 98382","30,505"
"ZCTA5 98383",""
"    ZCTA5 98383","21,565"
"ZCTA5 98385",""
"    ZCTA5 98385","455"
"ZCTA5 98387",""
"    ZCTA5 98387","51,630"
"ZCTA5 98388",""
"    ZCTA5 98388","7,096"
"ZCTA5 98390",""
"    ZCTA5 98390","11,727"
"ZCTA5 98391",""
"    ZCTA5 98391","56,427"
"ZCTA5 98392",""
"    ZCTA5 98392","3,092"
"ZCTA5 98394",""
"    ZCTA5 98394","1,194"
"ZCTA5 98396",""
"    ZCTA5 98396","649"
"ZCTA5 98402",""
"    ZCTA5 98402","8,053"
"ZCTA5 98403",""
"    ZCTA5 98403","8,341"
"ZCTA5 98404",""
"    ZCTA5 98404","35,172"
"ZCTA5 98405",""
"    ZCTA5 98405","24,617"
"ZCTA5 98406",""
"    ZCTA5 98406","22,768"
"ZCTA5 98407",""
"    ZCTA5 98407","21,931"
"ZCTA5 98408",""
"    ZCTA5 98408","20,566"
"ZCTA5 98409",""
"    ZCTA5 98409","27,840"
"ZCTA5 98416",""
"    ZCTA5 98416","1,478"
"ZCTA5 98418",""
"    ZCTA5 98418","10,371"
"ZCTA5 98421",""
"    ZCTA5 98421","1,239"
"ZCTA5 98422",""
"    ZCTA5 98422","21,343"
"ZCTA5 98424",""
"    ZCTA5 98424","12,132"
"ZCTA5 98430",""
"    ZCTA5 98430","0"
"ZCTA5 98433",""
"    ZCTA5 98433","20,814"
"ZCTA5 98438",""
"    ZCTA5 98438","582"
"ZCTA5 98439",""
"    ZCTA5 98439","5,474"
"ZCTA5 98443",""
"    ZCTA5 98443","5,733"
"ZCTA5 98444",""
"    ZCTA5 98444","36,885"
"ZCTA5 98445",""
"    ZCTA5 98445","33,927"
"ZCTA5 98446",""
"    ZCTA5 98446","12,800"
"ZCTA5 98447",""
"    ZCTA5 98447","1,053"
"ZCTA5 98465",""
"    ZCTA5 98465","7,524"
"ZCTA5 98466",""
"    ZCTA5 98466","29,769"
"ZCTA5 98467",""
"    ZCTA5 98467","16,512"
"ZCTA5 98498",""
"    ZCTA5 98498","29,982"
"ZCTA5 98499",""
"    ZCTA5 98499","33,188"
"ZCTA5 98501",""
"    ZCTA5 98501","45,274"
"ZCTA5 98502",""
"    ZCTA5 98502","35,698"
"ZCTA5 98503",""
"    ZCTA5 98503","40,346"
"ZCTA5 98505",""
"    ZCTA5 98505","561"
"ZCTA5 98506",""
"    ZCTA5 98506","19,198"
"ZCTA5 98512",""
"    ZCTA5 98512","31,422"
"ZCTA5 98513",""
"    ZCTA5 98513","36,059"
"ZCTA5 98516",""
"    ZCTA5 98516","29,443"
"ZCTA5 98520",""
"    ZCTA5 98520","24,086"
"ZCTA5 98524",""
"    ZCTA5 98524","3,551"
"ZCTA5 98526",""
"    ZCTA5 98526","276"
"ZCTA5 98527",""
"    ZCTA5 98527","332"
